,Date,1
2206,2023-12-20 10,14.09
2207,2023-12-20 11,15.02
2208,2023-12-20 12,13.9
2209,2023-12-20 13,13.89
2210,2023-12-20 14,13.97
2211,2023-12-20 15,13.34
2212,2023-12-20 16,12.92
2213,2023-12-20 17,12.31
2214,2023-12-20 18,12.43
2215,2023-12-20 19,11.96
2216,2023-12-20 20,11.59
2217,2023-12-20 21,11.51
2218,2023-12-20 22,11.29
2219,2023-12-20 23,11.04
2220,2023-12-21 00,10.98
2221,2023-12-21 01,10.97
2222,2023-12-21 02,10.73
2223,2023-12-21 03,10.54
2224,2023-12-21 04,10.39
2225,2023-12-21 05,9.98
2226,2023-12-21 06,9.69
2227,2023-12-21 07,9.42
2228,2023-12-21 08,9.68
2229,2023-12-21 09,10.89
2230,2023-12-21 10,11.4
2231,2023-12-21 11,11.01
2232,2023-12-21 12,11.01
2233,2023-12-21 13,11.19
2234,2023-12-21 14,10.88
2235,2023-12-21 15,9.95
2236,2023-12-21 16,9.36
2237,2023-12-21 17,8.9
2238,2023-12-21 18,8.94
2239,2023-12-21 19,8.62
2240,2023-12-21 20,8.12
2241,2023-12-21 21,7.74
2242,2023-12-21 22,8.18
2243,2023-12-21 23,8.12
2244,2023-12-22 00,7.91
2245,2023-12-22 01,7.31
2246,2023-12-22 02,7.42
2247,2023-12-22 03,6.6
2248,2023-12-22 04,7.23
2249,2023-12-22 05,7.39
2250,2023-12-22 06,7.47
2251,2023-12-22 07,7.73
2252,2023-12-22 08,8.53
2253,2023-12-22 09,8.56
2254,2023-12-22 10,9.68
2255,2023-12-22 11,16.51
2256,2023-12-22 12,12.21
2257,2023-12-22 13,14.69
2258,2023-12-22 14,10.99
2259,2023-12-22 15,11.75
2260,2023-12-22 16,10.14
2261,2023-12-22 17,9.47
2262,2023-12-22 18,9.42
2263,2023-12-22 19,9.8
2264,2023-12-22 20,9.42
2265,2023-12-22 21,9.15
2266,2023-12-22 22,9.69
2267,2023-12-22 23,9.65
2268,2023-12-23 00,10.67
2269,2023-12-23 01,11.05
2270,2023-12-23 02,11.32
2271,2023-12-23 03,11.32
2272,2023-12-23 04,11.34
2273,2023-12-23 05,11.02
2274,2023-12-23 06,11.05
2275,2023-12-23 07,11.74
2276,2023-12-23 08,12.77
2277,2023-12-23 09,15.02
2278,2023-12-23 10,17.18
2279,2023-12-23 11,17.37
2280,2023-12-23 12,18.56
2281,2023-12-23 13,18.56
2282,2023-12-23 14,18.47
2283,2023-12-23 15,16.89
2284,2023-12-23 16,15.58
2285,2023-12-23 17,14.65
2286,2023-12-23 18,14.4
2287,2023-12-23 19,13.74
2288,2023-12-23 20,13.63
2289,2023-12-23 21,13.46
2290,2023-12-23 22,13.37
2291,2023-12-23 23,13.41
2292,2023-12-24 00,13.48
2293,2023-12-24 01,13.47
2294,2023-12-24 02,12.95
2295,2023-12-24 03,12.89
2296,2023-12-24 04,12.61
2297,2023-12-24 05,12.34
2298,2023-12-24 06,12.06
2299,2023-12-24 07,12.21
2300,2023-12-24 08,12.78
2301,2023-12-24 09,13.52
2302,2023-12-24 10,13.26
2303,2023-12-24 11,12.78
2304,2023-12-24 12,11.75
2305,2023-12-24 13,11.43
2306,2023-12-24 14,10.69
2307,2023-12-24 15,11.01
2308,2023-12-24 16,11.6
2309,2023-12-24 17,11.15
2310,2023-12-24 18,11.2
2311,2023-12-24 19,11.27
2312,2023-12-24 20,11.29
2313,2023-12-24 21,10.82
2314,2023-12-24 22,10.81
2315,2023-12-24 23,10.97
2316,2023-12-25 00,11.07
2317,2023-12-25 01,11.19
2318,2023-12-25 02,11.13
2319,2023-12-25 03,11.28
2320,2023-12-25 04,11.08
2321,2023-12-25 05,11.11
2322,2023-12-25 06,10.96
2323,2023-12-25 07,11.25
2324,2023-12-25 08,13.24
2325,2023-12-25 09,19.12
2326,2023-12-25 10,19.52
2327,2023-12-25 11,20.3
2328,2023-12-25 12,20.62
2329,2023-12-25 13,21.09
2330,2023-12-25 14,19.69
2331,2023-12-25 15,18.95
2332,2023-12-25 16,16.56
2333,2023-12-25 17,11.59
2334,2023-12-25 18,11.11
2335,2023-12-25 19,10.68
2336,2023-12-25 20,10.97
2337,2023-12-25 21,11.01
2338,2023-12-25 22,11.23
2339,2023-12-25 23,11.34
2340,2023-12-26 00,11.45
2341,2023-12-26 01,11.92
2342,2023-12-26 02,11.97
2343,2023-12-26 03,12.21
2344,2023-12-26 04,11.82
2345,2023-12-26 05,11.53
2346,2023-12-26 06,10.98
2347,2023-12-26 07,11.73
2348,2023-12-26 08,20.77
2349,2023-12-26 09,24.68
2350,2023-12-26 10,28.27
2351,2023-12-26 11,29.29
2352,2023-12-26 12,28.67
2353,2023-12-26 13,27.99
2354,2023-12-26 14,26.55
2355,2023-12-26 15,23.87
2356,2023-12-26 16,21.85
2357,2023-12-26 17,17.66
2358,2023-12-26 18,16.87
2359,2023-12-26 19,16.37
2360,2023-12-26 20,16.55
2361,2023-12-26 21,16.46
2362,2023-12-26 22,15.84
2363,2023-12-26 23,15.54
2364,2023-12-27 00,15.38
2365,2023-12-27 01,15.42
2366,2023-12-27 02,15.22
2367,2023-12-27 03,15.02
2368,2023-12-27 04,14.82
2369,2023-12-27 05,14.07
2370,2023-12-27 06,13.25
2371,2023-12-27 07,13.32
2372,2023-12-27 08,20.94
2373,2023-12-27 09,23.32
2374,2023-12-27 10,21.92
2375,2023-12-27 11,24.46
2376,2023-12-27 12,24.38
2377,2023-12-27 13,21.18
2378,2023-12-27 14,20.41
2379,2023-12-27 15,19.54
2380,2023-12-27 16,18.68
2381,2023-12-27 17,18.37
2382,2023-12-27 18,17.96
2383,2023-12-27 19,17.69
2384,2023-12-27 20,17.51
2385,2023-12-27 21,17.6
2386,2023-12-27 22,17.41
2387,2023-12-27 23,17.6
2388,2023-12-28 00,17.38
2389,2023-12-28 01,17.04
2390,2023-12-28 02,16.43
2391,2023-12-28 03,17.25
2392,2023-12-28 04,17.74
2393,2023-12-28 05,17.5
2394,2023-12-28 06,17.07
2395,2023-12-28 07,17.03
2396,2023-12-28 08,17.19
2397,2023-12-28 09,18.93
2398,2023-12-28 10,20.2
2399,2023-12-28 11,19.6
2400,2023-12-28 12,18.43
2401,2023-12-28 13,18.35
2402,2023-12-28 14,17.83
2403,2023-12-28 15,17.78
2404,2023-12-28 16,17.66
2405,2023-12-28 17,17.54
2406,2023-12-28 18,17.5
2407,2023-12-28 19,17.37
2408,2023-12-28 20,17.45
2409,2023-12-28 21,17.41
2410,2023-12-28 22,17.29
2411,2023-12-28 23,16.89
2412,2023-12-29 00,16.56
2413,2023-12-29 01,16.06
2414,2023-12-29 02,16.08
2415,2023-12-29 03,16.21
2416,2023-12-29 04,16.89
2417,2023-12-29 05,17.1
2418,2023-12-29 06,17.0
2419,2023-12-29 07,17.54
2420,2023-12-29 08,18.65
2421,2023-12-29 09,20.64
2422,2023-12-29 10,21.36
2423,2023-12-29 11,22.61
2424,2023-12-29 12,22.69
2425,2023-12-29 13,23.64
2426,2023-12-29 14,21.74
2427,2023-12-29 15,20.16
2428,2023-12-29 16,19.09
2429,2023-12-29 17,18.54
2430,2023-12-29 18,18.22
2431,2023-12-29 19,18.19
2432,2023-12-29 20,18.15
2433,2023-12-29 21,18.11
2434,2023-12-29 22,18.13
2435,2023-12-29 23,18.09
2436,2023-12-30 00,18.18
2437,2023-12-30 01,18.17
2438,2023-12-30 02,18.07
2439,2023-12-30 03,17.6
2440,2023-12-30 04,17.14
2441,2023-12-30 05,16.59
2442,2023-12-30 06,16.43
2443,2023-12-30 07,16.51
2444,2023-12-30 08,16.59
2445,2023-12-30 09,17.98
2446,2023-12-30 10,20.64
2447,2023-12-30 11,28.59
2448,2023-12-30 12,29.17
2449,2023-12-30 13,23.56
2450,2023-12-30 14,19.74
2451,2023-12-30 15,19.75
2452,2023-12-30 16,19.52
2453,2023-12-30 17,18.09
2454,2023-12-30 18,16.1
2455,2023-12-30 19,15.72
2456,2023-12-30 20,15.15
2457,2023-12-30 21,16.24
2458,2023-12-30 22,15.02
2459,2023-12-30 23,13.96
2460,2023-12-31 00,12.65
2461,2023-12-31 01,12.79
2462,2023-12-31 02,13.36
2463,2023-12-31 03,12.9
2464,2023-12-31 04,12.05
2465,2023-12-31 05,13.38
2466,2023-12-31 06,13.98
2467,2023-12-31 07,14.18
2468,2023-12-31 08,16.42
2469,2023-12-31 09,24.54
2470,2023-12-31 10,27.55
2471,2023-12-31 11,28.39
2472,2023-12-31 12,25.6
2473,2023-12-31 13,24.06
2474,2023-12-31 14,21.59
2475,2023-12-31 15,19.65
2476,2023-12-31 16,18.14
2477,2023-12-31 17,17.05
2478,2023-12-31 18,16.4
2479,2023-12-31 19,16.13
2480,2023-12-31 20,15.7
2481,2023-12-31 21,15.48
2482,2023-12-31 22,15.29
2483,2023-12-31 23,15.02
2484,2024-01-01 00,14.51
2485,2024-01-01 01,14.1
2486,2024-01-01 02,13.8
2487,2024-01-01 03,13.68
2488,2024-01-01 04,13.33
2489,2024-01-01 05,13.56
2490,2024-01-01 06,13.3
2491,2024-01-01 07,14.1
2492,2024-01-01 08,16.89
2493,2024-01-01 09,20.22
2494,2024-01-01 10,23.22
2495,2024-01-01 11,23.06
2496,2024-01-01 12,23.56
2497,2024-01-01 13,22.78
2498,2024-01-01 14,23.41
2499,2024-01-01 15,21.74
2500,2024-01-01 16,18.83
2501,2024-01-01 17,14.5
2502,2024-01-01 18,13.78
2503,2024-01-01 19,13.36
2504,2024-01-01 20,13.2
2505,2024-01-01 21,13.11
2506,2024-01-01 22,13.1
2507,2024-01-01 23,12.79
2508,2024-01-02 00,11.97
2509,2024-01-02 01,11.89
2510,2024-01-02 02,11.4
2511,2024-01-02 03,10.01
2512,2024-01-02 04,9.63
2513,2024-01-02 05,9.36
2514,2024-01-02 06,9.42
2515,2024-01-02 07,10.3
2516,2024-01-02 08,14.97
2517,2024-01-02 09,24.18
2518,2024-01-02 10,26.2
2519,2024-01-02 11,29.53
2520,2024-01-02 12,29.61
2521,2024-01-02 13,30.82
2522,2024-01-02 14,28.04
2523,2024-01-02 15,27.75
2524,2024-01-02 16,23.49
2525,2024-01-02 17,17.83
2526,2024-01-02 18,16.27
2527,2024-01-02 19,15.01
2528,2024-01-02 20,13.88
2529,2024-01-02 21,14.17
2530,2024-01-02 22,14.51
2531,2024-01-02 23,13.51
2532,2024-01-03 00,15.02
2533,2024-01-03 01,16.1
2534,2024-01-03 02,16.4
2535,2024-01-03 03,16.71
2536,2024-01-03 04,16.61
2537,2024-01-03 05,16.6
2538,2024-01-03 06,15.98
2539,2024-01-03 07,15.53
2540,2024-01-03 08,15.19
2541,2024-01-03 09,15.42
2542,2024-01-03 10,14.7
2543,2024-01-03 11,13.68
2544,2024-01-03 12,13.16
2545,2024-01-03 13,12.75
2546,2024-01-03 14,12.76
2547,2024-01-03 15,12.78
2548,2024-01-03 16,12.62
2549,2024-01-03 17,12.12
2550,2024-01-03 18,12.01
2551,2024-01-03 19,12.11
2552,2024-01-03 20,11.9
2553,2024-01-03 21,10.64
2554,2024-01-03 22,10.27
2555,2024-01-03 23,9.95
2556,2024-01-04 00,9.96
2557,2024-01-04 01,10.1
2558,2024-01-04 02,9.79
2559,2024-01-04 03,9.92
2560,2024-01-04 04,10.36
2561,2024-01-04 05,11.57
2562,2024-01-04 06,12.22
2563,2024-01-04 07,12.81
2564,2024-01-04 08,13.61
2565,2024-01-04 09,15.62
2566,2024-01-04 10,16.71
2567,2024-01-04 11,17.97
2568,2024-01-04 12,17.79
2569,2024-01-04 13,19.1
2570,2024-01-04 14,18.89
2571,2024-01-04 15,18.2
2572,2024-01-04 16,16.79
2573,2024-01-04 17,15.48
2574,2024-01-04 18,12.78
2575,2024-01-04 19,11.37
2576,2024-01-04 20,12.92
2577,2024-01-04 21,13.46
2578,2024-01-04 22,13.73
2579,2024-01-04 23,13.93
2580,2024-01-05 00,13.97
2581,2024-01-05 01,13.99
2582,2024-01-05 02,14.09
2583,2024-01-05 03,12.4
2584,2024-01-05 04,11.22
2585,2024-01-05 05,10.23
2586,2024-01-05 06,11.29
2587,2024-01-05 07,12.32
2588,2024-01-05 08,18.91
2589,2024-01-05 09,21.74
2590,2024-01-05 10,24.99
2591,2024-01-05 11,24.85
2592,2024-01-05 12,25.39
2593,2024-01-05 13,20.73
2594,2024-01-05 14,20.64
2595,2024-01-05 15,19.61
2596,2024-01-05 16,17.76
2597,2024-01-05 17,15.95
2598,2024-01-05 18,15.02
2599,2024-01-05 19,13.45
2600,2024-01-05 20,13.2
2601,2024-01-05 21,12.29
2602,2024-01-05 22,11.96
2603,2024-01-05 23,11.87
2604,2024-01-06 00,11.56
2605,2024-01-06 01,13.31
2606,2024-01-06 02,13.59
2607,2024-01-06 03,12.53
2608,2024-01-06 04,11.53
2609,2024-01-06 05,11.6
2610,2024-01-06 06,10.55
2611,2024-01-06 07,10.44
2612,2024-01-06 08,16.62
2613,2024-01-06 09,24.09
2614,2024-01-06 10,26.02
2615,2024-01-06 11,27.58
2616,2024-01-06 12,27.84
2617,2024-01-06 13,27.42
2618,2024-01-06 14,26.19
2619,2024-01-06 15,24.6
2620,2024-01-06 16,21.4
2621,2024-01-06 17,16.62
2622,2024-01-06 18,14.66
2623,2024-01-06 19,14.25
2624,2024-01-06 20,14.21
2625,2024-01-06 21,14.12
2626,2024-01-06 22,13.9
2627,2024-01-06 23,13.59
2628,2024-01-07 00,13.24
2629,2024-01-07 01,
2630,2024-01-07 02,12.96
2631,2024-01-07 03,12.82
2632,2024-01-07 04,12.59
2633,2024-01-07 05,12.86
2634,2024-01-07 06,13.63
2635,2024-01-07 07,14.34
2636,2024-01-07 08,18.51
2637,2024-01-07 09,21.81
2638,2024-01-07 10,23.32
2639,2024-01-07 11,24.63
2640,2024-01-07 12,24.13
2641,2024-01-07 13,22.14
2642,2024-01-07 14,22.23
2643,2024-01-07 15,19.68
2644,2024-01-07 16,19.22
2645,2024-01-07 17,14.71
2646,2024-01-07 18,14.04
2647,2024-01-07 19,13.98
2648,2024-01-07 20,
2649,2024-01-07 21,14.14
2650,2024-01-07 22,14.2
2651,2024-01-07 23,13.9
2652,2024-01-08 00,13.83
2653,2024-01-08 01,14.13
2654,2024-01-08 02,13.95
2655,2024-01-08 03,14.7
2656,2024-01-08 04,14.36
2657,2024-01-08 05,14.27
2658,2024-01-08 06,15.02
2659,2024-01-08 07,14.95
2660,2024-01-08 08,17.69
2661,2024-01-08 09,20.05
2662,2024-01-08 10,24.95
2663,2024-01-08 11,28.79
2664,2024-01-08 12,28.85
2665,2024-01-08 13,27.53
2666,2024-01-08 14,29.89
2667,2024-01-08 15,27.41
2668,2024-01-08 16,21.97
2669,2024-01-08 17,18.48
2670,2024-01-08 18,16.42
2671,2024-01-08 19,16.88
2672,2024-01-08 20,16.57
2673,2024-01-08 21,16.62
2674,2024-01-08 22,16.96
2675,2024-01-08 23,16.99
2676,2024-01-09 00,17.04
2677,2024-01-09 01,16.8
2678,2024-01-09 02,16.62
2679,2024-01-09 03,16.62
2680,2024-01-09 04,16.36
2681,2024-01-09 05,16.37
2682,2024-01-09 06,16.33
2683,2024-01-09 07,16.27
2684,2024-01-09 08,16.48
2685,2024-01-09 09,16.93
2686,2024-01-09 10,19.87
2687,2024-01-09 11,20.61
2688,2024-01-09 12,22.85
2689,2024-01-09 13,24.26
2690,2024-01-09 14,20.02
2691,2024-01-09 15,19.98
2692,2024-01-09 16,17.41
2693,2024-01-09 17,16.67
2694,2024-01-09 18,16.15
2695,2024-01-09 19,15.82
2696,2024-01-09 20,16.2
2697,2024-01-09 21,15.51
2698,2024-01-09 22,15.21
2699,2024-01-09 23,15.46
2700,2024-01-10 00,15.84
2701,2024-01-10 01,15.97
2702,2024-01-10 02,16.15
2703,2024-01-10 03,15.72
2704,2024-01-10 04,15.72
2705,2024-01-10 05,15.62
2706,2024-01-10 06,15.66
2707,2024-01-10 07,15.44
2708,2024-01-10 08,16.02
2709,2024-01-10 09,19.59
2710,2024-01-10 10,16.58
2711,2024-01-10 11,15.29
2712,2024-01-10 12,15.02
2713,2024-01-10 13,17.41
2714,2024-01-10 14,16.66
2715,2024-01-10 15,19.3
2716,2024-01-10 16,16.95
2717,2024-01-10 17,12.35
2718,2024-01-10 18,10.66
2719,2024-01-10 19,10.25
2720,2024-01-10 20,9.8
2721,2024-01-10 21,9.41
2722,2024-01-10 22,9.61
2723,2024-01-10 23,9.41
2724,2024-01-11 00,9.35
2725,2024-01-11 01,9.64
2726,2024-01-11 02,9.42
2727,2024-01-11 03,9.75
2728,2024-01-11 04,9.41
2729,2024-01-11 05,9.07
2730,2024-01-11 06,8.95
2731,2024-01-11 07,9.47
2732,2024-01-11 08,15.02
2733,2024-01-11 09,18.82
2734,2024-01-11 10,21.14
2735,2024-01-11 11,22.88
2736,2024-01-11 12,23.59
2737,2024-01-11 13,19.94
2738,2024-01-11 14,22.14
2739,2024-01-11 15,21.48
2740,2024-01-11 16,19.1
2741,2024-01-11 17,13.39
2742,2024-01-11 18,11.38
2743,2024-01-11 19,10.6
2744,2024-01-11 20,9.71
2745,2024-01-11 21,9.12
2746,2024-01-11 22,8.04
2747,2024-01-11 23,7.34
2748,2024-01-12 00,7.41
2749,2024-01-12 01,7.62
2750,2024-01-12 02,7.5
2751,2024-01-12 03,7.46
2752,2024-01-12 04,7.35
2753,2024-01-12 05,7.2
2754,2024-01-12 06,7.49
2755,2024-01-12 07,8.27
2756,2024-01-12 08,16.82
2757,2024-01-12 09,22.06
2758,2024-01-12 10,25.14
2759,2024-01-12 11,26.2
2760,2024-01-12 12,28.3
2761,2024-01-12 13,25.33
2762,2024-01-12 14,23.81
2763,2024-01-12 15,21.53
2764,2024-01-12 16,18.82
2765,2024-01-12 17,16.27
2766,2024-01-12 18,13.56
2767,2024-01-12 19,12.06
2768,2024-01-12 20,11.02
2769,2024-01-12 21,10.74
2770,2024-01-12 22,
2771,2024-01-12 23,10.16
2772,2024-01-13 00,9.76
2773,2024-01-13 01,8.64
2774,2024-01-13 02,8.29
2775,2024-01-13 03,8.15
2776,2024-01-13 04,7.09
2777,2024-01-13 05,6.68
2778,2024-01-13 06,6.96
2779,2024-01-13 07,7.64
2780,2024-01-13 08,18.13
2781,2024-01-13 09,24.53
2782,2024-01-13 10,27.09
2783,2024-01-13 11,28.24
2784,2024-01-13 12,30.15
2785,2024-01-13 13,29.56
2786,2024-01-13 14,28.43
2787,2024-01-13 15,27.21
2788,2024-01-13 16,24.89
2789,2024-01-13 17,18.04
2790,2024-01-13 18,16.21
2791,2024-01-13 19,15.37
2792,2024-01-13 20,15.3
2793,2024-01-13 21,14.34
2794,2024-01-13 22,13.59
2795,2024-01-13 23,12.49
2796,2024-01-14 00,11.64
2797,2024-01-14 01,11.37
2798,2024-01-14 02,11.28
2799,2024-01-14 03,11.29
2800,2024-01-14 04,10.92
2801,2024-01-14 05,10.93
2802,2024-01-14 06,10.19
2803,2024-01-14 07,11.41
2804,2024-01-14 08,19.47
2805,2024-01-14 09,26.04
2806,2024-01-14 10,28.99
2807,2024-01-14 11,30.98
2808,2024-01-14 12,29.81
2809,2024-01-14 13,29.81
2810,2024-01-14 14,28.82
2811,2024-01-14 15,26.68
2812,2024-01-14 16,25.02
2813,2024-01-14 17,18.34
2814,2024-01-14 18,14.73
2815,2024-01-14 19,14.3
2816,2024-01-14 20,13.71
2817,2024-01-14 21,13.35
2818,2024-01-14 22,12.88
2819,2024-01-14 23,12.43
2820,2024-01-15 00,12.14
2821,2024-01-15 01,12.33
2822,2024-01-15 02,12.67
2823,2024-01-15 03,12.26
2824,2024-01-15 04,11.58
2825,2024-01-15 05,10.65
2826,2024-01-15 06,10.43
2827,2024-01-15 07,11.2
2828,2024-01-15 08,19.85
2829,2024-01-15 09,25.57
2830,2024-01-15 10,20.44
2831,2024-01-15 11,19.56
2832,2024-01-15 12,21.78
2833,2024-01-15 13,19.45
2834,2024-01-15 14,20.72
2835,2024-01-15 15,18.02
2836,2024-01-15 16,15.33
2837,2024-01-15 17,15.02
2838,2024-01-15 18,15.02
2839,2024-01-15 19,15.02
2840,2024-01-15 20,14.84
2841,2024-01-15 21,15.21
2842,2024-01-15 22,14.74
2843,2024-01-15 23,13.61
2844,2024-01-16 00,13.81
2845,2024-01-16 01,13.99
2846,2024-01-16 02,13.9
2847,2024-01-16 03,14.13
2848,2024-01-16 04,13.44
2849,2024-01-16 05,13.22
2850,2024-01-16 06,13.16
2851,2024-01-16 07,13.97
2852,2024-01-16 08,19.27
2853,2024-01-16 09,20.29
2854,2024-01-16 10,21.55
2855,2024-01-16 11,23.71
2856,2024-01-16 12,24.11
2857,2024-01-16 13,24.59
2858,2024-01-16 14,24.8
2859,2024-01-16 15,23.54
2860,2024-01-16 16,21.59
2861,2024-01-16 17,16.62
2862,2024-01-16 18,15.02
2863,2024-01-16 19,15.01
2864,2024-01-16 20,15.02
2865,2024-01-16 21,15.3
2866,2024-01-16 22,15.25
2867,2024-01-16 23,15.03
2868,2024-01-17 00,14.25
2869,2024-01-17 01,13.26
2870,2024-01-17 02,12.53
2871,2024-01-17 03,12.02
2872,2024-01-17 04,12.43
2873,2024-01-17 05,12.69
2874,2024-01-17 06,12.08
2875,2024-01-17 07,12.92
2876,2024-01-17 08,20.64
2877,2024-01-17 09,27.43
2878,2024-01-17 10,29.65
2879,2024-01-17 11,28.15
2880,2024-01-17 12,28.09
2881,2024-01-17 13,28.92
2882,2024-01-17 14,29.22
2883,2024-01-17 15,27.3
2884,2024-01-17 16,23.56
2885,2024-01-17 17,20.28
2886,2024-01-17 18,18.55
2887,2024-01-17 19,17.96
2888,2024-01-17 20,17.72
2889,2024-01-17 21,17.09
2890,2024-01-17 22,16.34
2891,2024-01-17 23,16.92
2892,2024-01-18 00,17.3
2893,2024-01-18 01,17.36
2894,2024-01-18 02,17.62
2895,2024-01-18 03,16.82
2896,2024-01-18 04,15.91
2897,2024-01-18 05,16.48
2898,2024-01-18 06,16.57
2899,2024-01-18 07,17.1
2900,2024-01-18 08,18.22
2901,2024-01-18 09,
2902,2024-01-18 10,22.88
2903,2024-01-18 11,28.41
2904,2024-01-18 12,29.76
2905,2024-01-18 13,31.16
2906,2024-01-18 14,30.21
2907,2024-01-18 15,27.91
2908,2024-01-18 16,25.59
2909,2024-01-18 17,19.38
2910,2024-01-18 18,16.89
2911,2024-01-18 19,16.89
2912,2024-01-18 20,16.27
2913,2024-01-18 21,17.01
2914,2024-01-18 22,17.22
2915,2024-01-18 23,17.43
2916,2024-01-19 00,16.87
2917,2024-01-19 01,16.75
2918,2024-01-19 02,16.28
2919,2024-01-19 03,15.99
2920,2024-01-19 04,16.91
2921,2024-01-19 05,17.08
2922,2024-01-19 06,16.71
2923,2024-01-19 07,17.14
2924,2024-01-19 08,18.73
2925,2024-01-19 09,23.91
2926,2024-01-19 10,28.15
2927,2024-01-19 11,27.09
2928,2024-01-19 12,27.65
2929,2024-01-19 13,27.69
2930,2024-01-19 14,23.71
2931,2024-01-19 15,25.84
2932,2024-01-19 16,23.92
2933,2024-01-19 17,20.12
2934,2024-01-19 18,18.98
2935,2024-01-19 19,18.86
2936,2024-01-19 20,19.09
2937,2024-01-19 21,17.82
2938,2024-01-19 22,18.4
2939,2024-01-19 23,18.87
2940,2024-01-20 00,18.33
2941,2024-01-20 01,18.33
2942,2024-01-20 02,18.36
2943,2024-01-20 03,18.04
2944,2024-01-20 04,17.06
2945,2024-01-20 05,17.41
2946,2024-01-20 06,17.33
2947,2024-01-20 07,17.9
2948,2024-01-20 08,19.94
2949,2024-01-20 09,25.89
2950,2024-01-20 10,23.42
2951,2024-01-20 11,23.87
2952,2024-01-20 12,21.77
2953,2024-01-20 13,22.58
2954,2024-01-20 14,19.2
2955,2024-01-20 15,17.49
2956,2024-01-20 16,16.89
2957,2024-01-20 17,16.03
2958,2024-01-20 18,15.83
2959,2024-01-20 19,15.95
2960,2024-01-20 20,16.03
2961,2024-01-20 21,16.12
2962,2024-01-20 22,15.72
2963,2024-01-20 23,15.02
2964,2024-01-21 00,14.19
2965,2024-01-21 01,13.75
2966,2024-01-21 02,13.08
2967,2024-01-21 03,12.74
2968,2024-01-21 04,12.31
2969,2024-01-21 05,12.41
2970,2024-01-21 06,12.49
2971,2024-01-21 07,12.43
2972,2024-01-21 08,12.69
2973,2024-01-21 09,12.91
2974,2024-01-21 10,13.63
2975,2024-01-21 11,13.5
2976,2024-01-21 12,13.21
2977,2024-01-21 13,13.68
2978,2024-01-21 14,13.65
2979,2024-01-21 15,13.96
2980,2024-01-21 16,13.66
2981,2024-01-21 17,13.21
2982,2024-01-21 18,12.58
2983,2024-01-21 19,12.21
2984,2024-01-21 20,12.06
2985,2024-01-21 21,12.02
2986,2024-01-21 22,12.22
2987,2024-01-21 23,12.41
2988,2024-01-22 00,12.52
2989,2024-01-22 01,12.52
2990,2024-01-22 02,12.35
2991,2024-01-22 03,12.21
2992,2024-01-22 04,
2993,2024-01-22 05,12.11
2994,2024-01-22 06,11.94
2995,2024-01-22 07,11.37
2996,2024-01-22 08,11.29
2997,2024-01-22 09,11.43
2998,2024-01-22 10,11.62
2999,2024-01-22 11,11.9
3000,2024-01-22 12,11.15
3001,2024-01-22 13,10.95
3002,2024-01-22 14,10.48
3003,2024-01-22 15,9.9
3004,2024-01-22 16,9.41
3005,2024-01-22 17,9.07
3006,2024-01-22 18,8.79
3007,2024-01-22 19,8.46
3008,2024-01-22 20,8.45
3009,2024-01-22 21,7.73
3010,2024-01-22 22,7.12
3011,2024-01-22 23,6.79
3012,2024-01-23 00,6.31
3013,2024-01-23 01,5.91
3014,2024-01-23 02,5.89
3015,2024-01-23 03,5.85
3016,2024-01-23 04,5.2
3017,2024-01-23 05,5.27
3018,2024-01-23 06,5.0
3019,2024-01-23 07,4.84
3020,2024-01-23 08,5.45
3021,2024-01-23 09,5.97
3022,2024-01-23 10,6.8
3023,2024-01-23 11,8.5
3024,2024-01-23 12,8.27
3025,2024-01-23 13,7.49
3026,2024-01-23 14,7.24
3027,2024-01-23 15,7.11
3028,2024-01-23 16,6.75
3029,2024-01-23 17,6.39
3030,2024-01-23 18,6.14
3031,2024-01-23 19,6.15
3032,2024-01-23 20,6.14
3033,2024-01-23 21,6.08
3034,2024-01-23 22,6.16
3035,2024-01-23 23,6.35
3036,2024-01-24 00,6.52
3037,2024-01-24 01,
3038,2024-01-24 02,
3039,2024-01-24 03,7.05
3040,2024-01-24 04,7.14
3041,2024-01-24 05,7.23
3042,2024-01-24 06,7.2
3043,2024-01-24 07,7.39
3044,2024-01-24 08,7.98
3045,2024-01-24 09,8.81
3046,2024-01-24 10,9.84
3047,2024-01-24 11,13.95
3048,2024-01-24 12,12.08
3049,2024-01-24 13,11.36
3050,2024-01-24 14,11.1
3051,2024-01-24 15,10.34
3052,2024-01-24 16,9.7
3053,2024-01-24 17,9.34
3054,2024-01-24 18,8.95
3055,2024-01-24 19,8.87
3056,2024-01-24 20,8.96
3057,2024-01-24 21,9.04
3058,2024-01-24 22,9.14
3059,2024-01-24 23,9.22
3060,2024-01-25 00,9.4
3061,2024-01-25 01,9.4
3062,2024-01-25 02,8.72
3063,2024-01-25 03,8.65
3064,2024-01-25 04,8.73
3065,2024-01-25 05,9.03
3066,2024-01-25 06,9.07
3067,2024-01-25 07,9.38
3068,2024-01-25 08,9.86
3069,2024-01-25 09,10.2
3070,2024-01-25 10,10.66
3071,2024-01-25 11,10.69
3072,2024-01-25 12,10.66
3073,2024-01-25 13,10.36
3074,2024-01-25 14,10.18
3075,2024-01-25 15,10.12
3076,2024-01-25 16,10.27
3077,2024-01-25 17,9.99
3078,2024-01-25 18,9.92
3079,2024-01-25 19,9.7
3080,2024-01-25 20,9.55
